description,name,source,url
"🆕 **July 7, 2026**. Meta Superintelligence Labs' most advanced image generation model to date — an ""agentic"" image model that performs intermediate reasoning steps (web search, code execution, self-refinement) before producing high-quality visuals. Integrated into the Meta AI app, Instagram Stories (US), and WhatsApp in limited countries (Facebook coming soon). Note: a controversial feature allowing images from other users' public Instagram profiles was added then removed on July 10 after feedback.",Muse Image,GitHub Awesome,https://ai.meta.com/blog/introducing-muse-image-muse-video-msl/
"🆕 **July 9, 2026**. Multimodal reasoning model designed for agentic tasks from Meta Superintelligence Labs — available through a new public preview of the Meta Model API. Marks a strategic shift toward proprietary revenue-focused models alongside Meta's open-source Llama line.",Muse Spark 1.1,GitHub Awesome,https://ai.meta.com/blog/introducing-muse-spark-meta-model-api/
"🆕 **July 7, 2026 (preview)**. Video generation model from Meta Superintelligence Labs, built on the same foundational technology as Muse Image; ranks #3 on Arena for text-to-video. Previewed alongside the Muse Image launch — ""coming soon to creators and Meta AI.""",Muse Video,GitHub Awesome,https://ai.meta.com/blog/introducing-muse-image-muse-video-msl/
"🆕 ⚡ **August 5, 2026**. **Muse Code** is MSL's terminal coding agent (async background agents, replay-exact local event log, `/plan` / `/grill` / `/goal` skills), powered by the new **Muse Spark 1.2** — trained on whole-repository generation and long-horizon coding. Spark 1.2 is also available in the Meta Model API with expanded global access.",Muse Spark 1.2 + Muse Code (beta),GitHub Awesome,https://research.meta.ai/blog/introducing-muse-code-and-muse-spark-1-2
"🆕 ⚡ **August 10, 2026**. Open-weight, 30B-parameter multimodal model from Meta Superintelligence Labs, Apache 2.0 license. Designed for **always-on local agent workflows** and optimized to run on a single consumer GPU or Apple Silicon. 131K-token context window, 100+ language training, DFlash acceleration. Distilled from Muse Spark; tuned for coding, evaluation, and agentic tasks. Available on Hugging Face with llama.cpp / MLX / ExecuTorch integrations.",Muse Glimmer 30B,GitHub Awesome,https://huggingface.co/meta-models/Muse-Glimmer-30B
"🆕 **April 9, 2026**. First model from Meta Superintelligence Labs (MSL). Natively multimodal reasoning model powering Meta AI app, smart glasses, and features across Facebook / Instagram / WhatsApp / Messenger.",Muse Spark,GitHub Awesome,https://ai.meta.com/blog/introducing-muse-spark-msl/
"109B total params (17B active), MoE with 16 experts, 10M token context window, multimodal. Runs on single H100.",Llama 4 Scout,GitHub Awesome,https://llama.meta.com/
"400B total params (17B active), 128 experts, 1M context. Outperforms GPT-4o on multimodal benchmarks.",Llama 4 Maverick,GitHub Awesome,https://llama.meta.com/
2T parameters (288B active). In training — Meta's frontier model rivaling top closed-source models.,Llama 4 Behemoth,GitHub Awesome,https://llama.meta.com/
"Strong instruction following and reasoning, open-weight under Llama Community License.",Llama 3.3 70B,GitHub Awesome,https://llama.meta.com/
"🆕 **Paper April 27, 2026; Fugu beta late-April / early-May 2026**. 7B RL-trained orchestrator (built on Qwen2.5-7B) that routes subtasks between GPT-5, Claude Sonnet 4, Gemini 2.5 Pro, etc. SOTA on LiveCodeBench (83.9%) and GPQA-Diamond (87.5%) at ~1.8K tokens/query — roughly 6× cheaper than other multi-agent ensembles.",Sakana RL Conductor,GitHub Awesome,https://venturebeat.com/orchestration/how-sakana-trained-a-7b-model-to-orchestrate-gpt-5-claude-sonnet-4-and-gemini-2-5-pro
"🆕 **Beta April 24-25, 2026**. Commercial multi-agent orchestration service productising the RL Conductor research. OpenAI-compatible API with two tiers: **Fugu Mini** (low-latency) and **Fugu Ultra** (max performance); strong reported results on SWE-Pro, GPQA-D and ALE-Bench.",Sakana Fugu,GitHub Awesome,https://sakana.ai/fugu-beta/
"🆕 **May 6, 2026**. MoE reasoning model (<1B active) trained end-to-end on AMD Instinct MI300X clusters. Apache 2.0 weights on Hugging Face + serverless endpoint on Zyphra Cloud; aimed at math, code, and dense reasoning per active parameter.",ZAYA1-8B,GitHub Awesome,https://www.zyphra.com/post/zaya1-8b
"🆕 **May 14, 2026**. First MoE diffusion language model converted from an autoregressive LLM and the first diffusion LM trained on AMD GPUs. Generates 16 tokens per step, achieving up to **7.7× inference speedup** vs the autoregressive base. Built with Zyphra's TiDAR recipe + CCA attention.",ZAYA1-8B-Diffusion-Preview,GitHub Awesome,https://www.zyphra.com/post/zaya1-8b-diffusion-preview
"🆕 **July 15, 2026**. Founded by Mira Murati (former OpenAI CTO). 975B MoE parameters (41B active), pretrained on 45T tokens, 1M-token context window. Natively multimodal — text, image, audio, and video in a single model. Apache 2.0 open weights on Hugging Face. Also ships **Inkling-Small** (12B active parameters). Available via the Thinking Machines API and Hugging Face Inference.",Inkling,GitHub Awesome,https://thinkingmachines.ai/inkling/
"🆕 **July 30, 2026 (weights released)**. Compact variant of Inkling — 276B total / 12B active, same native multimodal architecture (text/image/audio), 1M-token context, Apache 2.0. Scores **31.6% on HLE text benchmark** — slightly outperforming the larger 975B Inkling (29.7%) on that metric, validating the efficiency-first design. Available via Thinking Machines API and Hugging Face.",Inkling-Small,GitHub Awesome,https://thinkingmachines.ai/inkling/
"675B total / 41B active parameters, MoE, 256K context. Flagship open-weight multimodal model. Released Dec 2025.",Mistral Large 3,GitHub Awesome,https://mistral.ai/news/mistral-3
"Frontier-class dense model for enterprise. Multimodal, 128K context, 80+ coding languages. Released Aug 2025.",Mistral Medium 3.1,GitHub Awesome,https://mistral.ai/
"🆕 Released March 2026. 119B total / 6B active. Hybrid model combining reasoning, multimodal, and coding strengths.",Mistral Small 4,GitHub Awesome,https://mistral.ai/news/mistral-small-4
🆕 2026 reasoning family challenging o3/o4-mini. Transparent and multilingual reasoning.,Magistral 1.2,GitHub Awesome,https://mistral.ai/
🆕 2026 agentic coding model. Best open-source model for coding agents.,Devstral 2,GitHub Awesome,https://mistral.ai/
"22B code generation model, 80+ programming languages, 32K context. Released May 2024.",Codestral,GitHub Awesome,https://mistral.ai/news/codestral
"124B multimodal model with 1B vision encoder, 128K context, processes 30+ high-res images.",Pixtral Large,GitHub Awesome,https://mistral.ai/
Compact models optimized for edge deployment and efficiency.,Ministral 3B/8B/14B,GitHub Awesome,https://mistral.ai/
🆕 March 2026 platform for training custom LLMs on proprietary data.,Mistral Forge,GitHub Awesome,https://mistral.ai/
"🆕 **April 28, 2026**. Dense 128B open-weight model, 256K context, Modified MIT license. Unifies instruction-following, reasoning, and coding.",Mistral Medium 3.5,GitHub Awesome,https://docs.mistral.ai/models/model-cards/mistral-medium-3-5-26-04
"🆕 **July 2, 2026**. Formal-verification model for proof engineering in Lean 4 — 119B total / 6B active parameters, Apache 2.0, weights on Hugging Face plus a free API endpoint. Scores 100% on miniF2F, solves 587/672 PutnamBench problems, and discovered 5 previously unreported bugs across 57 real-world repositories.",Leanstral 1.5,GitHub Awesome,https://mistral.ai/news/leanstral-1-5/
"🆕 **July 8, 2026**. Mistral's first robotics model — an 8B embodied-navigation model that steers wheeled, legged, and flying robots through offices, homes, and outdoor spaces from natural-language instructions using only a single RGB camera (76.6% success rate on unseen validation). Trained fully in-house on ~400K simulated trajectories.",Robostral Navigate,GitHub Awesome,https://mistral.ai/news/robostral-navigate/
"🆕 **March 26, 2026**. 4B-parameter open-weight TTS built on Ministral 3B; multilingual, optimised for voice agents.",Voxtral TTS,GitHub Awesome,https://www.forbes.com/sites/ronschmelzer/2026/03/26/mistral-releases-open-weight-voice-ai-built-for-speed/
"🆕 ⚡ **August 13, 2026**. GA release of `deepseek-v4-pro` on app/web/API with ""major Agent upgrades with strong production gains"": selectable **reasoning effort** (low/high/max — also on V4-Flash), native OpenAI **Responses API** support optimized for Codex, and an ""Expert Mode"" in the app/web. ⚠️ **Pricing changes August 16, 2026 (16:00 UTC)**: flat pricing ends and **peak/off-peak tiering** begins (peak 01:00–04:00 & 06:00–10:00 UTC; off-peak 50% cheaper). V4-Pro peak: $0.044 cache-hit / $1.32 cache-miss input, $3.96 output per 1M tokens — a significant increase ([pricing](https://api-docs.deepseek.com/quick_start/pricing)).",DeepSeek-V4-Pro-0813 (GA),GitHub Awesome,https://api-docs.deepseek.com/news/news260813
"🆕 **April 24, 2026 (preview); production launch mid-July 2026**. 1.6T total / 49B active MoE, 1M-token context. MIT license. Leadership in agent capabilities, world knowledge, reasoning; tops open-source benchmarks. 384K max output, 500-request concurrency. `deepseek-v4-pro` / `deepseek-v4-flash` are the production API models (V4-Pro serves the 0813 checkpoint since August 13 — see above; tiered peak/off-peak pricing from August 16, 2026).",DeepSeek-V4-Pro,GitHub Awesome,https://api-docs.deepseek.com/news/news260424
"🆕 April 24, 2026. 284B total / 13B active MoE, 1M context. MIT. Cost-efficient tier — from August 16, 2026: peak **$0.014 cache-hit / $0.44 cache-miss input, $1.32 output**, off-peak **$0.007 / $0.22 / $0.66** per 1M tokens; 384K max output, 2,500-request concurrency ([pricing](https://api-docs.deepseek.com/quick_start/pricing)).",DeepSeek-V4-Flash,GitHub Awesome,https://api-docs.deepseek.com/news/news260424
"🆕 **July 31, 2026**. Updated Flash checkpoint with enhanced agentic capabilities — same 284B/13B-active MoE architecture, same pricing/API model ID, but outperforms V4-Pro (Preview) on agent task benchmarks. Open weights on Hugging Face under MIT license. Drop-in replacement for `deepseek-v4-flash` API users.",DeepSeek-V4-Flash-0731,GitHub Awesome,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash-0731
"🆕 **May 19, 2026**. DeepSeek hires a former Jane Street engineer to lead a new ""AI harness"" team building the deterministic scaffolding that turns DeepSeek V4 into autonomous, revenue-generating agents — first major signal DeepSeek is moving past raw-model R&D into agentic productisation.",DeepSeek Agent Harness team,GitHub Awesome,https://www.scmp.com/tech/big-tech/article/3354113/deepseek-recruits-former-jane-street-engineer-catch-ai-agents-revenue-race
"Released Dec 2025. Advanced MoE architecture with 671B total parameters. V3.2 Speciale variant for enhanced reasoning. ⚠️ API model IDs deepseek-chat / deepseek-reasoner (V3.2-era) deprecated effective July 24, 2026 — superseded by V4-Flash modes.",DeepSeek-V3.2,GitHub Awesome,https://www.deepseek.com/
Reasoning-focused model with chain-of-thought capabilities. Released Jan 2025.,DeepSeek-R1,GitHub Awesome,https://www.deepseek.com/
Code generation model competitive with GPT-4 on coding benchmarks. ![GitHub stars](https://img.shields.io/badge/dynamic/json?label=Stars&query=%24.stargazers_count&url=https%3A%2F%2Fapi.github.com%2Frepos%2Fdeepseek-ai%2FDeepSeek-Coder-V2&color=yellow&logo=github&logoColor=white&style=flat&cacheSeconds=300),DeepSeek-Coder-V2,GitHub Awesome,https://github.com/deepseek-ai/DeepSeek-Coder-V2
"🆕 ⚡ **August 14, 2026**. Open-weight 27B multimodal (text/image/video input) distillation of Qwen3.8-Max, released on Hugging Face under **Apache 2.0** — sized for ~24 GB-VRAM consumer GPUs (RTX 4090-class). The promised open-weight companion to the Qwen3.8-Max launch, shipped on schedule.",Qwen3.8-27B,GitHub Awesome,https://huggingface.co/Qwen/Qwen3.8-27B
"🆕 ⚡ **August 3, 2026**. Alibaba's new flagship — 2.4T-parameter MoE (95B active), 1M-token context, accepts text/image/video inputs. Designed for real-world work, research, and autonomous coding; Alibaba reports an internal run where the model spent 16 days building and refining a coding tool without human intervention. API via QwenCloud/Alibaba Cloud Model Studio ($2/M input, $6/M output). Open weights for the full model appeared on Hugging Face ~August 12 as [`Qwen/Qwen3.8-2.4T-A95B`](https://huggingface.co/Qwen), with the 27B distillation following August 14. Companion **QwenWork** enterprise platform entered public beta Aug 2.",Qwen3.8-Max,GitHub Awesome,https://alibabacloud.com/blog/qwen3-8-max
